,Overall,KM3_1,KM3_2,KM3_3,KM4_1,KM4_2,KM4_3,KM4_4,KM5_1,KM5_2,KM5_3,KM5_4,KM5_5,KM6_1,KM6_2,KM6_3,KM6_4,KM6_5,KM6_6,KM7_1,KM7_2,KM7_3,KM7_4,KM7_5,KM7_6,KM7_7,KM8_1,KM8_2,KM8_3,KM8_4,KM8_5,KM8_6,KM8_7,KM8_8
Seg_size,52924.0,33814,15522,3588,33202,4513,1785,13424,6442,10872,29794,4502,1314,28805,3276,7095,10590,1305,1853,27904,3459,10853,1254,7068,793,1593,1726,779,26351,4511,3267,7101,1236,7953
Seg_Pct,1.0,0.6389161816945054,0.2932884891542589,0.06779532915123573,0.6273524298994785,0.08527322197868642,0.03372760940216159,0.25364673871967347,0.12172171415614844,0.20542664953518253,0.5629582042173683,0.0850653767666843,0.024828055324616433,0.5442710301564507,0.0619000831380848,0.13406016174136498,0.20009825410021917,0.024658000151160153,0.03501247071272013,0.5272466177915501,0.0653578716650291,0.20506764416899706,0.02369435416824125,0.13354999622099614,0.014983750283425289,0.030099765701761014,0.03261280326505933,0.014719220013604414,0.4979026528607059,0.08523543194014058,0.06173002796462852,0.13417353185700248,0.023354243821328696,0.15027208827753005
Gender,0.37633209885874086,0.3727154433075058,0.3872567968045355,0.36315496098104794,0.37277874826817664,0.3840017726567693,0.35910364145658263,0.3848331346841478,0.38574976715305803,0.38226637233259747,0.37218903134859366,0.3811639271434918,0.3584474885844749,0.3713244228432564,0.3898046398046398,0.3846370683579986,0.38271954674220965,0.35402298850574715,0.37776578521316784,0.37073537844036697,0.3764093668690373,0.38256703215700727,0.35645933014354064,0.3822863610639502,0.4085750315258512,0.4048964218455744,0.40903823870220163,0.4069319640564827,0.36954954271185153,0.38638882731101754,0.3752678298132844,0.38065061258977606,0.3551779935275081,0.38287438702376464
Tenure_Months,26.127994860554757,26.157005973856982,26.101211184125756,25.97045707915273,26.173332931751098,25.87968092178152,26.351820728291315,26.0695768772348,26.0358584290593,26.156456953642383,26.173222796536216,25.853620613060862,26.25875190258752,26.149487936122203,25.87087912087912,26.187455954897814,26.15354107648725,26.190038314176245,25.83108472746897,26.17381020642202,25.99392888117953,26.16152215977149,26.114832535885167,26.14657611771364,25.83732660781841,25.46076585059636,25.66685979142526,25.952503209242618,26.182194224128118,26.090667257814232,25.990817263544535,26.15941416701873,26.09223300970874,26.12070916635232
Quantity,3.6351182828206485,3.0568699355296625,3.0219688184512306,11.737179487179487,3.0088548882597435,4.927321072457345,17.824089635854342,2.862932061978546,9.600900341508849,1.1169977924944812,2.208263408740015,5.452465570857397,21.34855403348554,2.149453219927096,9.272588522588523,8.0754052149401,1.0814919735599622,21.4,1.844576362655154,2.084038130733945,4.630239953743857,1.1049479406615683,21.671451355661883,5.836870401810979,1.1626733921815888,23.145637162586315,21.676129779837776,1.165596919127086,1.8850897499146142,1.1549545555309244,5.415977961432507,6.517110266159696,21.539644012944983,1.0794668678486106
Avg_Price,51.55809349256317,13.8480534689764,117.12713052441543,123.2873857302115,13.085628275404192,141.23514513627342,89.89253221288521,111.46745604886608,37.90709562247677,131.27776214127954,11.69199167617548,133.4521212794317,82.23633942161364,10.991509807324151,84.69736263736223,38.196171952078195,132.3767724268171,79.55273563218411,193.14266594711322,10.514699684632054,112.75935819601045,131.68487422832328,80.24788676236066,39.844636389359835,264.21960907944515,15.23472065285641,16.973876013905205,264.2235558408215,10.062221168076091,153.1788383950343,108.87192837465564,27.409797211660045,81.11562297734648,111.50681252357776
Delivery_Charges,9.729089826920912,9.526982610752448,9.080443241850364,14.43988851727978,9.44349075356862,10.328209616662946,17.5223473389356,9.197777860548369,18.986676497982252,7.126264716703445,8.12023494663343,10.521579298089707,19.643074581430756,7.987226523172979,14.004511599511575,17.47610288935894,7.125555240793177,19.52550957854406,7.565105234754434,7.805475559059559,9.844177507950326,7.066804570164912,19.658094098883577,15.40989105829108,7.52185372005042,29.38991211550528,28.51373117033598,7.545353016688041,7.47798565519329,7.321655952117115,10.317897153351748,16.355692156034593,19.548681229773468,7.005773921790495
Discount_pct,0.1987793817550232,0.1985094931093914,0.20047030021902676,0.19400780379041657,0.1987139328956362,0.19627742078440621,0.19243697478991686,0.2006257449344319,0.20049674014280805,0.20197755702721235,0.19820433644359567,0.19478009773434593,0.19063926940639087,0.19806977955217533,0.1968253968254005,0.20031007751937396,0.20169971671386724,0.18850574712643484,0.197949271451701,0.19784260321102085,0.19230991616074491,0.20206394545285639,0.19074960127591514,0.20176853423881735,0.21210592686002522,0.19328311362209755,0.19524913093858765,0.21142490372272135,0.19817084740617938,0.1961649301706985,0.19259259259259706,0.20167582030699444,0.19053398058252244,0.20304287690179051
GST,0.13746183206117282,0.15760395102622335,0.10203131039812456,0.1009141583054675,0.15791910125897687,0.09430534012852439,0.1106946778711475,0.10493221096542255,0.1431574045327468,0.09623344370861905,0.15832717996910653,0.09755664149267716,0.11427701674276934,0.1580319388994702,0.11036324786325219,0.14653981677236486,0.09656940509916208,0.11506513409961598,0.08032379924446668,0.15780210722473317,0.10375542064180804,0.09620934303880115,0.11518341307814915,0.14958828522919146,0.05327868852458991,0.1410483364720671,0.14101390498262067,0.052888318356867574,0.15758377291178627,0.09353580137442466,0.10474135292317434,0.1590874524714725,0.11483818770226452,0.10086759713316742
Invoice_Value,96.89361636157278,32.535358785413635,164.1825518335113,412.3203904097003,31.30635794289406,289.0328264170219,486.1855065041955,142.75311242326015,105.4251809733017,150.67561905168395,24.987541529166524,308.00608684807173,517.185076750376,23.790425860093492,268.91707573260265,93.95455372093215,148.89401053445928,516.9474643754743,347.39914954128477,22.790202613962148,306.3762752009302,150.30969464479008,521.5436887799001,80.41516383276947,340.028670491805,193.9487679096049,186.4217873464661,342.21622682927006,21.177435282911688,182.26559953004315,312.0087969513366,70.17383994367094,523.2714178883454,125.11001388784744
Week,27.069004610384702,26.436002839060745,27.890155907743846,29.48216276477146,26.460604782844406,29.86394859295369,27.45266106442577,27.583134684147794,24.27134430301149,28.590691685062545,26.835839430757872,28.890715237672147,27.23972602739726,26.90643985419198,26.324786324786324,24.375757575757575,28.452880075542964,27.09961685823755,33.293577981651374,26.99380017201835,26.17664064758601,28.56002948493504,27.25438596491228,24.581494057724957,42.7124842370744,23.26930320150659,23.512166859791424,43.050064184852374,27.164775530340403,29.223453779649745,25.750229568411388,23.85030277425715,27.28074433656958,28.118948824343015
Location_1,0.30489003098783163,0.30543561838291833,0.3015719623759825,0.3141025641025641,0.30552376362869704,0.31087968092178153,0.3137254901960784,0.3001340882002384,0.3149642968022353,0.29810522442972776,0.30365174196146877,0.3103065304309196,0.3211567732115677,0.30362784238847423,0.31013431013431014,0.3130373502466526,0.29830028328611896,0.3218390804597701,0.3097679438747976,0.3034331995412844,0.31078346342873664,0.29788998433612823,0.32057416267942584,0.3122524052065648,0.31778058007566207,0.31387319522912743,0.3082271147161066,0.3170731707317073,0.30199992410155213,0.3001551762358679,0.31129476584022037,0.31826503309393045,0.3179611650485437,0.2986294480070414
Location_2,0.3472904542362633,0.34707517596261905,0.35014817678134263,0.33695652173913043,0.34693693151015,0.3465543984046089,0.3299719887955182,0.350715137067938,0.3543930456380006,0.34805003679175867,0.3467812311203598,0.34429142603287427,0.3280060882800609,0.34618989758722446,0.351037851037851,0.35489781536293163,0.3473087818696884,0.3310344827586207,0.33998920669185106,0.34582855504587157,0.342873662908355,0.34819865474983874,0.3309409888357257,0.3525749858517261,0.3354350567465322,0.3716258631512869,0.3719582850521437,0.33119383825417203,0.3467420591248909,0.3551318998004877,0.34527089072543615,0.34826080833685397,0.33171521035598706,0.34326669181440966
Location_3,0.08508427178595722,0.08475779263027149,0.0853627109908517,0.08695652173913043,0.08508523582916691,0.08575227121648571,0.0896358543417367,0.08425208581644815,0.0835144365104005,0.08462104488594555,0.08515137275961603,0.08596179475788539,0.09208523592085235,0.08522825898281548,0.07844932844932845,0.08400281888653982,0.08498583569405099,0.09272030651340996,0.09390178089584458,0.0857941513761468,0.08470656259034404,0.08486132866488529,0.09409888357256778,0.08375778155065082,0.09583858764186633,0.06842435655994979,0.06720741599073002,0.0975609756097561,0.08622063678797769,0.08313012635779206,0.08356290174471992,0.0815378115758344,0.09385113268608414,0.08751414560543191
Location_4,0.051621192653616504,0.049358253977642395,0.0555340806597088,0.056020066889632104,0.04942473344979218,0.05428761356082429,0.06050420168067227,0.0549761620977354,0.048121701334989136,0.05619941133186166,0.049707994898301675,0.054864504664593514,0.06316590563165905,0.0494705780246485,0.054334554334554336,0.048907681465821,0.056751652502360715,0.06436781609195402,0.052347544522396115,0.04956278669724771,0.05608557386527898,0.05638993826591726,0.0645933014354067,0.04994340690435767,0.05296343001261034,0.04205900816070308,0.04808806488991889,0.05391527599486521,0.0497134833592653,0.0509864774994458,0.05479032751760025,0.04745810449232502,0.06553398058252427,0.059097196026656605
Coupon_Status_1,0.3382964250623536,0.3515112083752292,0.3319159902074475,0.24136008918617613,0.3472381181856515,0.28007976955462,0.20448179271708683,0.3535458879618594,0.33700714063955295,0.34823399558498896,0.3488957508223132,0.2756552643269658,0.23668188736681886,0.3513626106578719,0.34004884004884006,0.3258632840028189,0.33871576959395655,0.24980842911877393,0.23961144090663788,0.3490897362385321,0.2697311361665221,0.3458030037777573,0.22966507177033493,0.33687040181097905,0.3493064312736444,0.3333333333333333,0.33777520278099654,0.337612323491656,0.3526621380592767,0.29084460208379515,0.22405876951331496,0.33614983805097876,0.22896440129449838,0.3836288193134666
Coupon_Status_2,0.5087672889426347,0.4993198083633998,0.5132714856332947,0.5783166109253066,0.5027106800795133,0.555949479282074,0.6140056022408964,0.49389153754469606,0.5076063334368208,0.49926416482707875,0.5014768074108881,0.5570857396712572,0.5928462709284628,0.49859399409824684,0.514041514041514,0.5205073995771671,0.5074598677998111,0.5823754789272031,0.5682676740420939,0.5002150229357798,0.5608557386527898,0.5015203169630517,0.5980861244019139,0.5137238256932655,0.489281210592686,0.512241054613936,0.5081112398609502,0.4980744544287548,0.49724868126446814,0.5504322766570605,0.5965717783899602,0.5159836642726376,0.5978964401294499,0.4681252357600905
Product_Category_1,0.12306326052452574,0.1757260306381972,0.021324571575827858,0.06688963210702341,0.1776700198783206,0.027476179924662086,0.09523809523809523,0.023837902264600714,0.14700403601366036,9.19793966151582e-05,0.17711619789219307,0.03154153709462461,0.1111111111111111,0.18031591737545566,0.07356532356532357,0.13150105708245244,9.442870632672332e-05,0.1103448275862069,0.0,0.18262614678899083,0.021971668112171147,9.214042200313278e-05,0.11084529505582137,0.10823429541595925,0.0,0.27369742623979915,0.2566628041714948,0.0,0.18340859929414444,0.0,0.030303030303030304,0.14068441064638784,0.10841423948220065,0.000628693574751666
Product_Category_2,0.2647759050714232,0.00990713905482936,0.7584074217240047,0.5312151616499443,0.0034034094331666766,0.6261910037668956,0.5165266106442578,0.7562574493444577,0.17541136293076684,0.8468543046357616,3.3563804792911326e-05,0.6845846290537538,0.4512937595129376,3.471619510501649e-05,0.6636141636141636,0.15560253699788584,0.8547686496694995,0.4697318007662835,0.576902320561252,3.5837155963302754e-05,0.8779994217982076,0.8499032525568967,0.4649122807017544,0.15152801358234294,0.044136191677175286,0.0389202762084118,0.06315179606025492,0.03594351732991014,3.7949223938370464e-05,0.8213256484149856,0.8579736761554944,0.033234755668215744,0.470873786407767,0.8234628442097321
Product_Category_3,0.0355604262716348,0.03894836458271722,0.029119958768199974,0.03149386845039019,0.037347147762183,0.015510746731664082,0.047058823529411764,0.03635280095351609,0.08506674945669047,0.01434878587196468,0.03443646371752702,0.016881386050644157,0.0578386605783866,0.03447318173928138,0.03205128205128205,0.07822410147991543,0.014258734655335222,0.05900383141762452,0.0005396654074473826,0.03436783256880734,0.013587742122000578,0.013728922878466783,0.05901116427432217,0.07328805885681947,0.0,0.0847457627118644,0.07995365005793743,0.0,0.03438199688816364,0.002881844380403458,0.01652892561983471,0.05393606534290945,0.059870550161812294,0.03948195649440463
Product_Category_4,0.06581135212757917,0.09117525285384752,0.015139801571962376,0.04598662207357859,0.09141015601469792,0.02437403057832927,0.06666666666666667,0.016314064362336116,0.09903756597330021,0.0,0.0880042961670135,0.027765437583296314,0.0745814307458143,0.0886304461031071,0.05280830280830281,0.09288231148696265,0.0,0.07509578544061303,0.0,0.08841026376146789,0.01850245735761781,0.0,0.07655502392344497,0.08191850594227504,0.0,0.1738857501569366,0.17091541135573582,0.0,0.08789040264126599,0.0,0.023262932353841446,0.09914096606111815,0.0744336569579288,0.0
Product_Category_5,0.014568059859421056,0.021825279470041994,0.0008375209380234506,0.005574136008918618,0.022076983314258176,0.0019942388654996678,0.009523809523809525,0.0008939213349225268,0.008537721204594846,0.0,0.023159025307108814,0.002221235006663705,0.0121765601217656,0.023398715500781115,0.003663003663003663,0.009725158562367865,0.0,0.012260536398467433,0.0,0.023939220183486237,0.0017346053772766695,0.0,0.011164274322169059,0.009762308998302207,0.0,0.008788449466415568,0.008111239860950173,0.0,0.02474289400781754,0.0,0.0027548209366391185,0.011688494578228419,0.010517799352750809,0.0
Product_Category_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_7,0.058423399591867584,0.08736026497900277,0.005798221878623889,0.013377926421404682,0.08848864526233359,0.007533791269665411,0.017927170868347338,0.006555423122765197,0.05293387146848805,0.0,0.09035376250251728,0.0059973345179920035,0.0243531202435312,0.09231036278423885,0.017704517704517704,0.048484848484848485,0.0,0.02375478927203065,0.0,0.0936783256880734,0.004047412546978896,0.0,0.024720893141945772,0.04456706281833616,0.0,0.07407407407407407,0.07184241019698726,0.0,0.0943038214868506,0.0,0.004897459442913988,0.06139980284466977,0.025080906148867314,0.0
Product_Category_8,0.04153125236187741,0.0015082510202874548,0.093931194433707,0.19202898550724637,0.0015360520450575267,0.21515621537779747,0.09467787114845938,0.07501489868891538,0.032443340577460414,0.10531640912435615,0.0007719675102369605,0.15859617947578855,0.08143074581430745,0.0007290400972053463,0.045787545787545784,0.029316420014094433,0.09811142587346554,0.0681992337164751,0.3729087965461414,0.0006092316513761468,0.011274934952298352,0.1043029577075463,0.06937799043062201,0.028720996038483305,0.880201765447667,0.013810420590081607,0.012746234067207415,0.8870346598202824,0.000493339911198816,0.13522500554200842,0.009182736455463728,0.0076045627376425855,0.0703883495145631,0.08688545203068025
Product_Category_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_11,0.014152369435416824,0.01703436446442302,0.005798221878623889,0.023132664437012264,0.017077284500933678,0.008641701750498559,0.03473389355742297,0.006033969010727056,0.026389320086929523,0.0,0.016110626300597435,0.00910706352732119,0.0441400304414003,0.016351327894462767,0.01984126984126984,0.021846370683579985,0.0,0.044444444444444446,0.0,0.016162557339449542,0.006360219716681122,0.0,0.046251993620414676,0.016694963214487834,0.0,0.06277463904582549,0.06141367323290846,0.0,0.01643201396531441,0.0,0.007652280379553107,0.01802563019293057,0.04611650485436893,0.0
Product_Category_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_14,0.01046784067719749,0.016235878630153192,0.00019327406262079628,0.0005574136008918618,0.016535148485031022,0.00022158209616662973,0.0005602240896358543,0.0002234803337306317,0.003259857187208941,0.0,0.017822380345035912,0.0002221235006663705,0.00076103500761035,0.018364867210553724,0.00030525030525030525,0.003241719520789288,0.0,0.0007662835249042146,0.0,0.01888618119266055,0.0002891008962127783,0.0,0.0007974481658692185,0.0028296547821165816,0.0,0.003138731952291274,0.0028968713789107765,0.0,0.01961974877613753,0.0,0.00030609121518212427,0.004224757076468103,0.0008090614886731392,0.0
Product_Category_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Product_Category_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cluster3,0.4288791474567304,,,,0.0,1.3995125193884335,2.0,0.9544100119189511,0.37597019559143124,1.0,0.0,1.5051088405153266,2.0,0.0,1.1916971916971917,0.2940098661028894,1.0,2.0,1.8931462493254183,0.0,1.4830875975715525,1.0,2.0,0.19128466327108093,1.7742749054224465,0.9089767733835531,0.8331402085747392,1.7881899871630296,0.0,1.0,1.5273951637588001,0.008449514152936205,2.0,0.9850370929209104
cluster4,0.91366865694203,0.05429703673034838,2.6508181935317614,1.4974916387959867,,,,,1.4045327538031667,2.916298749080206,0.0,1.1046201688138606,2.0,0.0,1.3916361416361416,1.1408033826638477,2.912181303116147,2.0,1.2153264975715057,0.0,1.1272043943336225,2.911729475720999,2.0,0.7852292020373515,1.1147540983606556,2.4563716258631514,2.4206257242178446,1.116816431322208,0.0,2.6688095765905566,1.140189776553413,0.17068018588931136,2.0,3.0
cluster5,1.6858514095684378,1.7622286626840953,1.1310398144568998,3.3662207357859533,1.7947111619781941,2.7804121426988697,3.7361344537815127,0.7759982121573301,,,,,,2.0,2.5033577533577533,0.28047921071176884,1.0056657223796035,3.982375478927203,3.008094981111711,2.0,3.0060711188204685,1.0021192297060721,4.0,0.5370684776457272,3.001261034047919,0.5951035781544256,0.5028968713789108,3.037227214377407,2.0,1.1312347594768344,3.014998469543924,0.969722574285312,4.0,0.8176788633220169
cluster6,1.2040095230897137,0.296267818063524,2.549929132843706,3.9361761426978816,0.26486356243599785,2.4947928207400842,4.087394957983193,2.7094755661501786,1.9565352375038807,2.9369021339220014,0.0663892058803786,2.650599733451799,4.015220700152207,,,,,,,0.0,2.2784041630529055,2.9495991891642865,4.000797448165869,1.7456140350877194,4.979823455233292,1.5844318895166354,1.6714947856315179,4.997432605905006,0.0,2.8013744180891154,2.3385368839914293,1.3088297422898183,4.0,2.820067898906073
cluster7,1.336293553019424,0.7105932454013131,2.441502383713439,2.451783723522854,0.6430937895307511,2.0751163306004874,2.6089635854341737,2.6331942789034564,4.353306426575598,2.0438741721854305,0.2537423642344096,1.9900044424700134,2.9969558599695585,0.12511716715847943,2.118131868131868,4.239605355884426,2.010292728989613,2.9264367816091954,2.693470048569887,,,,,,,,5.73117033603708,5.0,0.0,1.9530037685657282,1.0783593510866238,3.1251936346993383,3.0,2.3515654470011316
cluster8,3.376048673569647,2.6243567753001713,4.8326246617703905,4.15886287625418,2.5958376001445695,3.13871039220031,5.231932773109244,5.138781287246722,4.414778019248681,5.350073583517292,2.346680539705981,3.223011994669036,5.815068493150685,2.2555806283631314,3.0741758241758244,4.686680761099366,5.443342776203966,5.889655172413793,2.7242309767943875,2.1669653096330275,3.926568372361954,5.40265364415369,5.971291866028708,5.303338992642898,1.0353089533417403,0.12366603892027621,,,,,,,,
